,document_id,annotation_text,dbPediaIri,locations
567,0recipe2131,Corned beef,http://dbpedia.org/resource/Corned_beef,"[(19, 11)]"
568,0recipe2131,Beef,http://dbpedia.org/resource/Beef,"[(20, 4)]"
569,0recipe2131,Cheese,http://dbpedia.org/resource/Cheese,"[(23, 6)]"
570,0recipe2131,Salad,http://dbpedia.org/resource/Salad,"[(29, 5), (29, 5), (30, 5)]"
571,0recipe2131,Pie,http://dbpedia.org/resource/Pie,"[(39, 3)]"
572,0recipe2138,Dough,http://dbpedia.org/resource/Dough,"[(22, 5)]"
573,0recipe2138,Crab,http://dbpedia.org/resource/Crab,"[(65, 4), (96, 4), (123, 4), (138, 4), (154, 4)]"
574,0recipe2138,Sauce,http://dbpedia.org/resource/Sauce,"[(80, 5)]"
575,0recipe2138,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(76, 12)]"
576,0recipe2138,Cheese,http://dbpedia.org/resource/Cheese,"[(77, 6)]"
577,0recipe2138,Cocktail sauce,http://dbpedia.org/resource/Cocktail_sauce,"[(79, 14)]"
578,0recipe2138,Puff pastry,http://dbpedia.org/resource/Puff_pastry,"[(155, 11)]"
579,0recipe2150,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(8, 12)]"
580,0recipe2150,Cheese,http://dbpedia.org/resource/Cheese,"[(9, 6), (27, 6)]"
581,0recipe2150,Salad,http://dbpedia.org/resource/Salad,"[(11, 5), (11, 5), (12, 5)]"
582,0recipe2150,Nut (fruit),http://dbpedia.org/resource/Nut_(fruit),"[(24, 11)]"
583,0recipe2163,Refried beans,http://dbpedia.org/resource/Refried_beans,"[(2, 13), (2, 13), (56, 13), (56, 13)]"
584,0recipe2163,Avocado,http://dbpedia.org/resource/Avocado,"[(27, 7), (40, 7)]"
585,0recipe2163,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(43, 10)]"
586,0recipe2163,Taco,http://dbpedia.org/resource/Taco,"[(48, 4)]"
587,0recipe2163,Cheese,http://dbpedia.org/resource/Cheese,"[(62, 6)]"
588,0recipe2163,Lettuce,http://dbpedia.org/resource/Lettuce,"[(65, 7)]"
589,0recipe2163,Tomato,http://dbpedia.org/resource/Tomato,"[(67, 6)]"
590,0recipe2163,Onion,http://dbpedia.org/resource/Onion,"[(70, 5)]"
591,0recipe2163,Bell pepper,http://dbpedia.org/resource/Bell_pepper,"[(72, 11), (73, 11)]"
592,0recipe2163,Olive,http://dbpedia.org/resource/Olive,"[(75, 5), (76, 5)]"
593,0recipe2163,Tortilla chip,http://dbpedia.org/resource/Tortilla_chip,"[(88, 13), (89, 13)]"
594,0recipe2170,Sweet potato,http://dbpedia.org/resource/Sweet_potato,"[(3, 12), (100, 12), (113, 12), (159, 12)]"
595,0recipe2170,Potato,http://dbpedia.org/resource/Potato,"[(4, 6), (25, 6), (40, 6), (101, 6), (114, 6), (160, 6)]"
596,0recipe2170,Cooking,http://dbpedia.org/resource/Cooking,"[(23, 7), (172, 7)]"
597,0recipe2170,Vegetable oil,http://dbpedia.org/resource/Cooking_oil,"[(55, 13), (149, 13), (191, 13)]"
598,0recipe2170,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(67, 12), (109, 12)]"
599,0recipe2170,Onion,http://dbpedia.org/resource/Onion,"[(70, 5)]"
600,0recipe2170,Garlic,http://dbpedia.org/resource/Garlic,"[(73, 6)]"
601,0recipe2170,Allspice,http://dbpedia.org/resource/Allspice,"[(96, 8)]"
602,0recipe2183,Bagel,http://dbpedia.org/resource/Bagel,"[(3, 5), (23, 5), (41, 5), (54, 5)]"
603,0recipe2183,Tomato,http://dbpedia.org/resource/Tomato,"[(6, 6)]"
604,0recipe2183,Tomato sauce,http://dbpedia.org/resource/Tomato_sauce,"[(6, 12), (7, 12)]"
605,0recipe2183,Cheese,http://dbpedia.org/resource/Cheese,"[(10, 6)]"
606,0recipe2183,Onion,http://dbpedia.org/resource/Onion,"[(12, 5)]"
607,0recipe2183,Bell pepper,http://dbpedia.org/resource/Bell_pepper,"[(14, 11), (14, 11), (15, 11)]"
608,0recipe2195,Muffin,http://dbpedia.org/resource/Muffin,"[(16, 6), (66, 6)]"
609,0recipe2195,Bacon,http://dbpedia.org/resource/Bacon,"[(37, 5), (71, 5), (85, 5)]"
610,0recipe2195,Lettuce,http://dbpedia.org/resource/Lettuce,"[(103, 7)]"
611,0recipe2195,Tomato,http://dbpedia.org/resource/Tomato,"[(105, 6)]"
612,0recipe2195,Cheese,http://dbpedia.org/resource/Cheese,"[(112, 6)]"
613,0recipe2203,Mango,http://dbpedia.org/resource/Mangifera_indica,"[(3, 5)]"
614,0recipe2203,Bell pepper,http://dbpedia.org/resource/Bell_pepper,"[(5, 11), (6, 11), (6, 11), (7, 11), (10, 11), (28, 11)]"
615,0recipe2203,Onion,http://dbpedia.org/resource/Onion,"[(13, 5)]"
616,0recipe2203,Lime (fruit),http://dbpedia.org/resource/Lime_(fruit),"[(15, 12), (18, 12), (18, 12)]"
617,0recipe2215,Cooking,http://dbpedia.org/resource/Cooking,"[(23, 7)]"
618,0recipe2215,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(79, 10)]"
619,0recipe2215,Mustard (condiment),http://dbpedia.org/resource/Mustard_(condiment),"[(82, 19)]"
620,0recipe2215,Wine,http://dbpedia.org/resource/Wine,"[(84, 4), (85, 4)]"
621,0recipe2227,Soy sauce,http://dbpedia.org/resource/Soy_sauce,"[(87, 9), (87, 9)]"
622,0recipe2227,Tea,http://dbpedia.org/resource/Tea,"[(95, 3)]"
623,0recipe2227,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(159, 10)]"
624,0recipe2227,Bell pepper,http://dbpedia.org/resource/Bell_pepper,"[(161, 11), (162, 11), (162, 11), (163, 11), (168, 11)]"
625,0recipe2235,Bread crumbs,http://dbpedia.org/resource/Bread_crumbs,"[(17, 12), (17, 12), (18, 12), (20, 12)]"
626,0recipe2235,Cheese,http://dbpedia.org/resource/Cheese,"[(23, 6), (26, 6)]"
627,0recipe2235,Mozzarella,http://dbpedia.org/resource/Mozzarella,"[(25, 10), (25, 10)]"
